OCC_CODE,title_2024,RTI,H_info_rti,H_info_eloundou,dv_rating_gamma,E_thermo_v2,delta_emp_ann
11-9051,Food Service Managers,-0.1345206882443709,0.1345206882443709,0.9375,0.7708333333333333,6.029018135011156,0.0073321268579684
11-9071,Gambling Managers,-0.16554556375795287,0.16554556375795287,0.6764705882352942,0.8235294117647058,-1.7371027967653851,0.0075263030898269
11-9081,Lodging Managers,-0.6377493195881324,0.6377493195881324,0.9565217391304348,0.8695652173913043,-4.374905945946649,0.0152305573224313
11-9111,Medical and Health Services Managers,-0.5598394663179507,0.5598394663179507,1.0,0.8571428571428571,-6.119856699257646,0.0745808648382939
11-9121,Natural Sciences Managers,-0.2517433033154894,0.2517433033154894,0.8884479353268109,0.9498415323136283,-7.10138212899367,0.0829515177110808
11-9131,Postmasters and Mail Superintendents,-0.16172560770686556,0.16172560770686556,0.8571428571428572,0.9047619047619048,-3.462571412001236,-0.0005782857707227
11-9141,"Property, Real Estate, and Community Association Managers",-0.8605384678854232,0.8605384678854232,1.0,0.8863636363636364,-7.853213567651204,0.0608788714274151
11-9151,Social and Community Service Managers,-0.19965367876949935,0.19965367876949935,0.9285714285714286,0.7142857142857142,-8.071085802045937,0.0455486464761221
11-9161,Emergency Management Directors,-0.7066429273622191,0.7066429273622191,1.0,0.8444444444444444,-4.7415816839822815,0.045556387112404
11-9171,Funeral Home Managers,0.24281328846194583,-0.24281328846194583,0.8571428571428572,0.7142857142857142,0.6412113906010051,0.0689593646669841
13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",-0.7314443255521048,0.7314443255521048,0.8260869565217392,0.9130434782608696,-12.002612776200417,-0.0357622860518463
13-1031,"Claims Adjusters, Examiners, and Investigators",0.3159631321144639,-0.3159631321144639,0.92,0.96,-9.16748076630602,0.0115776616014946
13-1032,"Insurance Appraisers, Auto Damage",0.16661773533751034,-0.16661773533751034,1.0,1.0,-3.274022014024429,-0.1074204100109296
13-1041,Compliance Officers,0.33214061086961777,-0.33214061086961777,0.7657039510236887,0.8183125008857741,-5.9385783490908395,0.0460448516023066
13-1051,Cost Estimators,-0.9030114198339882,0.9030114198339882,1.0,1.0,-11.182077986806275,0.0089157842746596
13-1071,Human Resources Specialists,0.653096439585561,-0.653096439585561,0.6666666666666667,0.9555555555555556,-6.575311077316085,0.0770384237537522
13-1074,Farm Labor Contractors,0.4229485081633316,-0.4229485081633316,1.0,0.2857142857142857,-5.46965517564788,0.2070708853018679
13-1075,Labor Relations Specialists,-0.5167865473964339,0.5167865473964339,0.8301886792452831,0.9245283018867924,-10.438547703097171,-0.0309377421570823
13-1081,Logisticians,-0.7662407291928023,0.7662407291928023,0.9139759060315168,0.9696969696969697,-7.380018530910906,0.0529594974020286
13-1111,Management Analysts,-1.0191601024454884,1.0191601024454884,0.9047619047619048,0.7142857142857142,-9.968567555854431,0.0472170566545715
13-1121,"Meeting, Convention, and Event Planners",-0.2520266891792469,0.2520266891792469,0.8918918918918919,0.8648648648648649,0.4550464634314001,0.0274609431364907
13-1131,Fundraisers,-1.6294470017506069,1.6294470017506069,0.8461538461538463,0.8846153846153847,-9.4581011705199,0.0534208727760654
13-1141,"Compensation, Benefits, and Job Analysis Specialists",-0.04952871115871221,0.04952871115871221,0.9210526315789473,0.8684210526315789,-9.986095760379822,0.0276950125438755
13-1151,Training and Development Specialists,-1.082299167793518,1.082299167793518,0.8947368421052632,1.0,-7.8366629500109575,0.0692090594395882
13-1161,Market Research Analysts and Marketing Specialists,-1.2915411305481277,1.2915411305481277,0.9508196721311476,1.0,-12.909936553757099,0.0488292296712165
13-2011,Accountants and Auditors,-0.04784316597934819,0.04784316597934819,0.88,1.0,-10.809130249222504,0.0249003100173781
13-2031,Budget Analysts,0.1573292478081309,-0.1573292478081309,0.92,0.96,-8.072985066321658,-0.0172586749232901
13-2041,Credit Analysts,-0.3142700353088458,0.3142700353088458,0.8888888888888888,1.0,-11.869400256043527,-0.0184121632579501
13-2052,Personal Financial Advisors,-0.8091460580621868,0.8091460580621868,0.9473684210526316,0.9473684210526316,-13.792348405454534,0.0517308703949628
13-2053,Insurance Underwriters,-0.005354425491132353,0.005354425491132353,0.8571428571428572,1.0,-11.108114515632849,0.0150710619320497
13-2061,Financial Examiners,-0.30831919934922836,0.30831919934922836,0.9393939393939394,0.9393939393939394,-12.541193873497749,-0.0053869283578033
13-2071,Credit Counselors,0.23259930323029,-0.23259930323029,0.7272727272727273,0.9772727272727272,-9.980553613076799,-0.0262575395606938
13-2072,Loan Officers,0.19016318836991175,-0.19016318836991175,0.7954545454545455,0.9772727272727272,-10.14212435141545,-0.0118479574979174
13-2081,"Tax Examiners and Collectors, and Revenue Agents",0.5477159774111543,-0.5477159774111543,0.8064516129032258,0.967741935483871,-9.779406869135032,-0.0008571228221219
13-2082,Tax Preparers,0.48357802910708614,-0.48357802910708614,0.75,1.0,-9.926569951830626,0.0198917063991777
15-1211,Computer Systems Analysts,-0.4623337954661804,0.4623337954661804,0.7058823529411764,0.9407308377896613,-7.315680349065405,-0.0331055400579241
15-1212,Information Security Analysts,0.057003630657424365,-0.057003630657424365,0.6521739130434783,0.9565217391304348,-7.346626598110529,0.0739939442230375
15-1221,Computer and Information Research Scientists,-0.6054982438664918,0.6054982438664918,0.6153846153846154,0.8846153846153847,-10.795853062485724,0.0456667282950444
15-1231,Computer Network Support Specialists,-0.24256724471759242,0.24256724471759242,0.5384615384615385,0.8076923076923077,-3.171266071350463,-0.0461021376704635
15-1232,Computer User Support Specialists,0.04367802939187342,-0.04367802939187342,0.5555555555555556,0.7777777777777777,-2.7881955095636815,0.0149568397319441
15-1241,Computer Network Architects,-0.23228220587432866,0.23228220587432866,0.6451130319148937,0.9155585106382979,-4.937742591183196,0.0303651685504957
15-1244,Network and Computer Systems Administrators,-0.2299894538864124,0.2299894538864124,0.45945945945945943,0.918918918918919,-6.257493262385403,-0.0211188196891151
15-1251,Computer Programmers,-0.9427240942927371,0.9427240942927371,0.09999999999999998,1.0,-10.201210511327496,-0.1124969968031477
15-1299,"Computer Occupations, All Other",-0.47991475949042633,0.47991475949042633,0.5233771222830614,0.994949494949495,-8.466662636091993,0.0224785162590799
15-2011,Actuaries,-1.0126823199011357,1.0126823199011357,1.0,1.0,-13.48718135522872,0.0494818620727337
15-2021,Mathematicians,-1.475607258047306,1.475607258047306,0.0,1.0,-11.18820345073661,-0.0333273190871926
15-2031,Operations Research Analysts,-1.3530953286155385,1.3530953286155385,0.7419354838709677,1.0,-12.518612963823632,0.0157104266703453
15-2041,Statisticians,-0.9275500004356334,0.9275500004356334,0.5505263157894736,1.0,-11.86982306950379,-0.0528252353510855
17-1011,"Architects, Except Landscape and Naval",-0.555952133368481,0.555952133368481,0.9302325581395349,0.9069767441860463,-5.83088022747296,0.0098012547898742
17-1012,Landscape Architects,-0.8887319650346417,0.8887319650346417,1.0,0.8421052631578947,-9.341859029008264,-0.0070006885332103
17-1021,Cartographers and Photogrammetrists,-0.08941268449463281,0.08941268449463281,0.96,1.0,-8.221228935632316,0.025081557763267
17-1022,Surveyors,0.11633817524166468,-0.11633817524166468,0.8506944444444444,0.8708333333333333,-0.2902963576963301,0.0325713509717968
17-2011,Aerospace Engineers,-0.5300492748758323,0.5300492748758323,0.7857142857142858,0.9285714285714284,-9.52051722259709,0.0160581985714365
17-2021,Agricultural Engineers,-0.4661961070434405,0.4661961070434405,0.925925925925926,0.7777777777777777,-5.083407458527071,0.0162382020329279
17-2031,Bioengineers and Biomedical Engineers,-0.5681375945797766,0.5681375945797766,0.7692307692307693,0.9487179487179488,-8.24770309439155,0.0201987194499222
17-2041,Chemical Engineers,-0.533917247265883,0.533917247265883,0.9230769230769231,0.8461538461538463,-7.911743560232006,-0.0756073530887171
17-2051,Civil Engineers,-0.7179822076670698,0.7179822076670698,0.9443722943722944,0.9086580086580086,-8.17543530048332,0.0271544554037528
17-2061,Computer Hardware Engineers,-0.7351086954134634,0.7351086954134634,0.4545454545454546,0.9090909090909092,-10.092034180228511,0.0220738631898635
17-2071,Electrical Engineers,-0.37127629521840566,0.37127629521840566,0.71875,0.84375,-4.744822930858137,0.0034465491088577
17-2072,"Electronics Engineers, Except Computer",-0.484321868712712,0.484321868712712,0.638655462184874,0.8788515406162465,-8.205069364541126,-0.0611700439246181
17-2081,Environmental Engineers,-0.7908683768920604,0.7908683768920604,0.8703703703703705,0.9814814814814814,-6.5191997599698706,-0.0651504953006091
17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",-0.28654802212446784,0.28654802212446784,0.9015384615384615,0.91,-4.476107547147954,-0.0213064210969535
17-2112,Industrial Engineers,-0.09320236236817583,0.09320236236817583,0.8162038073908175,0.9249138804457954,-5.688305800304754,0.0372427438973963
17-2121,Marine Engineers and Naval Architects,-0.027449509177254527,0.027449509177254527,0.8947368421052632,0.7368421052631579,-0.3801149837772139,-0.0576921196700799
17-2131,Materials Engineers,-0.8190677466715987,0.8190677466715987,0.853658536585366,0.8292682926829269,-6.505446119349449,-0.0322106214815411
17-2141,Mechanical Engineers,-0.48007184538438197,0.48007184538438197,0.7938166894664843,0.8564037087703298,-6.424569855766181,-0.0135413881703191
17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",-0.17382736784482083,0.17382736784482083,0.8888888888888888,0.8518518518518519,-6.148191346418521,0.0151396825375429
17-2161,Nuclear Engineers,-0.4422274807104315,0.4422274807104315,0.75,0.8500000000000001,-7.949192739520743,-0.0144160025738874
17-2171,Petroleum Engineers,-1.111827090604119,1.111827090604119,0.8333333333333334,0.8888888888888888,-10.121617607733393,-0.1027433726131552
17-2199,"Engineers, All Other",-0.49821396518118666,0.49821396518118666,0.8025472409490382,0.8478464810043758,-6.512035356356476,-0.0020962057530572
17-3011,Architectural and Civil Drafters,-0.0882442794441477,0.0882442794441477,0.88,0.96,-8.226862377603211,0.0208715183742556
17-3012,Electrical and Electronics Drafters,0.189983277405528,-0.189983277405528,0.8085106382978724,0.9574468085106382,-8.306760718674475,-0.0367359295894664
17-3013,Mechanical Drafters,0.07402420402290072,-0.07402420402290072,0.9310344827586207,0.9310344827586208,-6.716342117464825,-0.0628890130262801
17-3021,Aerospace Engineering and Operations Technologists and Technicians,0.2693708450014911,-0.2693708450014911,0.9,0.55,-0.7659668853767885,-0.0472378894957213
17-3022,Civil Engineering Technologists and Technicians,0.07135317791930129,-0.07135317791930129,0.8181818181818182,1.0,-3.7790307802553826,-0.020387644415439
17-3023,Electrical and Electronic Engineering Technologists and Technicians,0.10991982449799298,-0.10991982449799298,0.8113207547169812,0.6226415094339622,-2.510103540831578,-0.0542798267842425
17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,0.12382303488801677,-0.12382303488801677,0.7435815147625161,0.5182926829268293,0.7570047603819543,0.0053997325360684
17-3025,Environmental Engineering Technologists and Technicians,0.3049811127160592,-0.3049811127160592,0.8947368421052632,0.7105263157894737,-1.5823176690485081,-0.0704360771609112
17-3026,Industrial Engineering Technologists and Technicians,-0.45559690034754075,0.45559690034754075,0.8274231678486998,0.66548463356974,-2.405413193174783,0.0181074069686359
17-3027,Mechanical Engineering Technologists and Technicians,-0.012715940223871902,0.012715940223871902,0.8905895691609977,0.6479591836734693,0.4765385727669894,-0.0264437889445454
17-3031,Surveying and Mapping Technicians,0.5006878919771859,-0.5006878919771859,0.9148936170212766,0.9148936170212766,-0.9743321366669271,0.0135447280646139
19-1011,Animal Scientists,-0.9733099113486424,0.9733099113486424,0.875,0.9375,-5.644402050609662,-0.0169198328451043
19-1012,Food Scientists and Technologists,0.18367617690618576,-0.18367617690618576,1.0,0.6923076923076923,-1.9408383616023754,0.0131700462278547
19-1013,Soil and Plant Scientists,-0.6055796951640383,0.6055796951640383,1.0,0.9782608695652174,-2.667398401131635,0.0324530929401907
19-1021,Biochemists and Biophysicists,-0.8908192508328667,0.8908192508328667,0.8636363636363638,0.7727272727272727,-5.187944825570327,0.0193866614653881
19-1022,Microbiologists,0.23981228915305575,-0.23981228915305575,0.9166666666666667,0.7083333333333333,-3.466839062423246,0.0158034384897884
19-1023,Zoologists and Wildlife Biologists,-0.42418289373669793,0.42418289373669793,0.9047619047619048,0.8095238095238095,-2.5335962354508865,-0.0254728902769906
19-1029,"Biological Scientists, All Other",-0.8289358860846554,0.8289358860846554,0.7474602974794827,0.8458843548763805,-6.7111492583107415,0.0828805162021573
19-1031,Conservation Scientists,-0.19355498639241187,0.19355498639241187,0.9393939393939394,0.818275704005611,-1.647159677394672,0.0300388149825803
19-1032,Foresters,0.5707757306599881,-0.5707757306599881,1.0,0.7352941176470588,-1.051870502411149,0.0029270833258552
19-1041,Epidemiologists,-1.1429246007209592,1.1429246007209592,1.0,0.8846153846153847,-10.632457602092053,0.0911219233835538
19-1042,"Medical Scientists, Except Epidemiologists",-0.9150927279729127,0.9150927279729127,0.8181818181818182,0.8636363636363636,-6.265026308096488,0.0420967260410205
19-2011,Astronomers,-1.1379539753623376,1.1379539753623376,0.9375,0.8125,-10.764005023152833,-0.0550020843981609
19-2012,Physicists,-0.6249030131332167,0.6249030131332167,0.4545454545454546,0.9545454545454546,-11.518846611427783,0.0498800779545782
19-2021,Atmospheric and Space Scientists,-1.1636506310707637,1.1636506310707637,0.8260869565217392,0.9565217391304348,-9.912180937108571,-0.0112289088827518
19-2031,Chemists,0.3159807870821416,-0.3159807870821416,0.92,0.68,-3.5175315797891824,-0.0006713185462589
19-2032,Materials Scientists,-0.43772692028173077,0.43772692028173077,0.8620689655172414,0.8275862068965517,-8.736856508848309,0.0442019412162981
19-2041,"Environmental Scientists and Specialists, Including Health",-0.5997200773586828,0.5997200773586828,0.9376333282261011,0.9810659186535764,-9.089353796154757,0.0015139756622311
19-2042,"Geoscientists, Except Hydrologists and Geographers",-0.8532644916585406,0.8532644916585406,0.8888888888888888,0.8222222222222223,-5.101375614267632,-0.050710824594239
19-2043,Hydrologists,-0.9900318970425712,0.9900318970425712,0.875,0.875,-6.34326323832267,-0.0234330276534261
19-2099,"Physical Scientists, All Other",-0.5538459548074914,0.5538459548074914,1.0,0.9130434782608696,-9.5721118666403,0.0516939203692299
19-3011,Economists,-1.2501067070333718,1.2501067070333718,0.8947368421052632,1.0,-13.444433312086275,-0.0352397987809439
19-3022,Survey Researchers,-0.9846291575909416,0.9846291575909416,0.75,1.0,-11.952791863396351,-0.0491027085086469
19-3032,Industrial-Organizational Psychologists,-1.290187969627161,1.290187969627161,0.9111111111111112,0.888888888888889,-11.931616807583676,0.10756634324829
19-3039,"Psychologists, All Other",-0.215705983794862,0.215705983794862,0.9365079365079365,0.8452380952380951,-10.282499832408956,0.0458159722997457
19-3041,Sociologists,-1.0926316948076475,1.0926316948076475,0.8461538461538463,0.9230769230769232,-11.252775607978476,0.0232299735992875
19-3051,Urban and Regional Planners,-1.0954283501370727,1.0954283501370727,1.0,0.9545454545454546,-12.238707242097295,0.022226293233867
19-3091,Anthropologists and Archeologists,-0.9121328894385353,0.9121328894385353,0.9482758620689656,0.8275862068965517,-6.27015203643979,0.0372915793299892
19-3092,Geographers,-0.5145664129495654,0.5145664129495654,0.8333333333333334,0.8333333333333333,-7.855100995983827,-0.0028736107442323
19-3093,Historians,0.3302937560527849,-0.3302937560527849,0.8947368421052632,0.8421052631578947,-6.386756687516483,0.0064940524104875
19-3094,Political Scientists,-1.0777496767886685,1.0777496767886685,0.9583333333333334,0.9166666666666666,-11.972246500524543,-0.0020046937099504
19-3099,"Social Scientists and Related Workers, All Other",-1.1330988286404238,1.1330988286404238,0.9069767441860466,0.9534883720930232,-11.822001153556501,0.0187548467483549
19-4021,Biological Technicians,0.6248682696198926,-0.6248682696198926,0.8,0.6333333333333333,-2.6156449285162546,-0.0085441075566986
19-4031,Chemical Technicians,1.0772999597772874,-1.0772999597772874,0.8571428571428572,0.6428571428571428,1.212875800484568,-0.0328695363337544
19-4042,"Environmental Science and Protection Technicians, Including Health",0.47567850741418766,-0.47567850741418766,0.7555555555555555,0.6666666666666667,-2.5090476567943525,0.0384376000962549
19-4051,Nuclear Technicians,0.7874906643384892,-0.7874906643384892,0.8885281385281385,0.2586580086580086,1.0955911456584975,-0.0137696600003678
19-4061,Social Science Research Assistants,-0.3236965815687639,0.3236965815687639,0.5757575757575758,0.9090909090909092,-11.926832193189139,-0.0153009244056547
19-4071,Forest and Conservation Technicians,-0.31481625938963653,0.31481625938963653,0.9230769230769231,0.576923076923077,5.446987787132041,0.1027361776135638
19-4092,Forensic Science Technicians,1.1088420161549764,-1.1088420161549764,0.935483870967742,0.7096774193548387,1.8967195628237543,0.0331940882064281
19-4099,"Life, Physical, and Social Science Technicians, All Other",0.4530341318702974,-0.4530341318702974,0.8452299245024022,0.9148936170212766,-3.066265662366868,0.0212956876001351
19-5011,Occupational Health and Safety Specialists,-0.04391480595472741,0.04391480595472741,0.9523809523809524,0.6190476190476191,-1.4080719988962291,0.0671916606340889
19-5012,Occupational Health and Safety Technicians,-0.07745288258085958,0.07745288258085958,0.875,0.6666666666666666,-1.2334703344625284,0.0885165985059224
21-1012,"Educational, Guidance, and Career Counselors and Advisors",-0.3074911979695086,0.3074911979695086,0.9473684210526316,0.5263157894736842,-8.886959255236224,0.0292025310846397
21-1013,Marriage and Family Therapists,-0.015535812490394596,0.015535812490394596,0.925925925925926,0.1481481481481481,-11.054486499975239,0.0221003859950672
21-1015,Rehabilitation Counselors,-0.21389769801327319,0.21389769801327319,0.935483870967742,0.6451612903225806,-6.951896649367195,-0.0399530109541398
21-1021,"Child, Family, and School Social Workers",-0.1930303999198768,0.1930303999198768,0.942857142857143,0.4285714285714285,-6.768954544048857,0.0316508589282085
21-1022,Healthcare Social Workers,-0.46198965392109614,0.46198965392109614,0.96875,0.65625,-7.316584844390885,0.0123287473095412
21-1023,Mental Health and Substance Abuse Social Workers,-0.5830126525584332,0.5830126525584332,1.0,0.5416666666666666,-8.936796297761596,0.0134564937322794
21-1091,Health Education Specialists,-0.45405677204571326,0.45405677204571326,0.7419354838709677,0.8064516129032258,-5.748788685950119,0.021452520483391
21-1092,Probation Officers and Correctional Treatment Specialists,0.1087695900420266,-0.1087695900420266,0.8421052631578948,0.631578947368421,-5.299121322801885,-0.0029680889013832
21-1093,Social and Human Service Assistants,0.20099871609632453,-0.20099871609632453,0.7857142857142858,0.5714285714285714,-4.7653055202257875,0.0095905108350022
21-1094,Community Health Workers,-0.010680910386913656,0.010680910386913656,0.9166666666666667,0.5555555555555556,-1.4474233005173929,0.0059673708262872
21-2011,Clergy,-1.374943755386805,1.374943755386805,0.8095238095238095,0.4761904761904761,-9.14960960917088,0.0177840835316569
21-2021,"Directors, Religious Activities and Education",-0.6360848822375217,0.6360848822375217,0.8484848484848485,0.7272727272727273,-8.333538981554707,-0.0033217194827108
23-1011,Lawyers,-0.42074827630732403,0.42074827630732403,1.0,0.8500000000000001,-11.724851657332843,0.0261615516671638
23-1012,Judicial Law Clerks,0.05957109791843429,-0.05957109791843429,0.8620689655172414,0.896551724137931,-10.980565784942138,-0.0448582228354651
23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",0.8296835781577175,-0.8296835781577175,0.8461538461538463,0.8461538461538463,-10.38981934925895,0.0244999151200786
23-1022,"Arbitrators, Mediators, and Conciliators",-0.006721254710422064,0.006721254710422064,0.9032258064516129,0.9032258064516128,-13.280299497833962,0.0523520482337531
23-1023,"Judges, Magistrate Judges, and Magistrates",0.7054961249859201,-0.7054961249859201,1.0,0.8333333333333333,-12.112968960746521,-0.0225499583830204
23-2011,Paralegals and Legal Assistants,0.8890719631162615,-0.8890719631162615,0.8,0.8500000000000001,-9.774210984767633,0.0216842563303234
23-2093,"Title Examiners, Abstractors, and Searchers",0.9712296928344106,-0.9712296928344106,0.7857142857142858,0.9285714285714284,-7.002920729431065,-0.0185218946863221
25-1011,"Business Teachers, Postsecondary",-0.990174799323387,0.990174799323387,0.8181818181818182,0.7954545454545455,-10.09617252406243,-0.0051529277133228
25-1021,"Computer Science Teachers, Postsecondary",-1.2464473906263627,1.2464473906263627,0.8333333333333334,0.8571428571428571,-9.924735747182327,0.0264840696657149
25-1022,"Mathematical Science Teachers, Postsecondary",-0.9358384429905401,0.9358384429905401,0.7027027027027026,0.7837837837837838,-7.9057606264195925,-0.0092811472785375
25-1031,"Architecture Teachers, Postsecondary",-0.8225113725713883,0.8225113725713883,0.8048780487804879,0.7804878048780488,-6.892458275448063,0.0610919723094913
25-1032,"Engineering Teachers, Postsecondary",-1.404097070590929,1.404097070590929,0.8571428571428572,0.8571428571428571,-9.203503396477368,0.0203825895610074
25-1041,"Agricultural Sciences Teachers, Postsecondary",-0.7535114140929953,0.7535114140929953,0.7777777777777778,0.7777777777777778,-6.900587238165628,-0.0168181453560392
25-1042,"Biological Science Teachers, Postsecondary",-0.8402009904024512,0.8402009904024512,0.8571428571428572,0.7959183673469387,-7.090565755486093,0.0006020247429878
25-1043,"Forestry and Conservation Science Teachers, Postsecondary",-1.111566341735762,1.111566341735762,0.8043478260869565,0.7608695652173912,-5.040732112558823,-0.0584148384053807
25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",-1.0107438840243128,1.0107438840243128,0.825,0.775,-5.963406946166994,0.0082124561529721
25-1052,"Chemistry Teachers, Postsecondary",-0.787763257941519,0.787763257941519,0.8235294117647058,0.6862745098039216,-8.500986507558963,-0.009437449295694
25-1053,"Environmental Science Teachers, Postsecondary",-1.0639062140757032,1.0639062140757032,0.7391304347826086,0.7826086956521738,-6.4299518482267395,0.0330548503798091
25-1054,"Physics Teachers, Postsecondary",-1.1798180208668145,1.1798180208668145,0.8837209302325582,0.7209302325581395,-8.432395339893787,-0.0027729557206161
25-1061,"Anthropology and Archeology Teachers, Postsecondary",-0.9752269785882776,0.9752269785882776,0.7142857142857143,0.7551020408163265,-6.3145885014896255,-0.0210376814226193
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",-1.2578562251625742,1.2578562251625742,0.7777777777777778,0.7777777777777778,-10.173204844775443,0.0151917341937286
25-1063,"Economics Teachers, Postsecondary",-1.330001600668501,1.330001600668501,0.853658536585366,0.8048780487804879,-10.936579965138701,-0.0131522969753106
25-1064,"Geography Teachers, Postsecondary",-1.255432357448506,1.255432357448506,0.8181818181818182,0.7727272727272727,-9.270138908248104,-0.0368784991005507
25-1065,"Political Science Teachers, Postsecondary",-1.522308058225059,1.522308058225059,0.8292682926829269,0.7804878048780488,-11.158519888292545,0.0174145575934352
25-1066,"Psychology Teachers, Postsecondary",-1.0547225734929915,1.0547225734929915,0.84,0.8,-9.579969427808022,0.0211266873543247
25-1067,"Sociology Teachers, Postsecondary",-1.0554852754254123,1.0554852754254123,0.8636363636363638,0.7272727272727273,-10.288189472624188,-0.0221906758872525
25-1071,"Health Specialties Teachers, Postsecondary",-0.4581238686955672,0.4581238686955672,0.875,0.8250000000000001,-5.3368596376397575,0.0261335657602648
25-1072,"Nursing Instructors and Teachers, Postsecondary",-0.09990352485464693,0.09990352485464693,0.8431372549019608,0.6470588235294118,-1.6146562609875548,0.0446565429468932
25-1081,"Education Teachers, Postsecondary",-1.0935313790871992,1.0935313790871992,0.8333333333333334,0.8095238095238095,-9.114386960081069,-0.0073167289689435
25-1082,"Library Science Teachers, Postsecondary",-1.2614689709599287,1.2614689709599287,0.7872340425531915,0.8085106382978723,-10.818042193057396,-0.0135754615579578
25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",-0.4771947123348211,0.4771947123348211,0.775,0.775,-7.475505294877322,-0.0073569221052545
25-1112,"Law Teachers, Postsecondary",-1.0365526932871785,1.0365526932871785,0.875,0.775,-10.73364847988313,0.0710044268809755
25-1113,"Social Work Teachers, Postsecondary",-0.5896263401772521,0.5896263401772521,0.8409090909090909,0.6818181818181819,-9.508203232014777,-0.0042888301007801
25-1121,"Art, Drama, and Music Teachers, Postsecondary",-1.076869812102321,1.076869812102321,0.875,0.75,-2.1386249223522795,0.0080142480820248
25-1122,"Communications Teachers, Postsecondary",-0.4860250505932373,0.4860250505932373,0.875,0.7250000000000001,-8.967361825954274,0.000959694665205
25-1123,"English Language and Literature Teachers, Postsecondary",-1.2757158769443022,1.2757158769443022,0.75,0.8035714285714285,-10.047227648396966,-0.0258578073899627
25-1124,"Foreign Language and Literature Teachers, Postsecondary",-0.9700229683184423,0.9700229683184423,0.7333333333333334,0.8,-11.219913261287548,-0.0316241576655035
25-1125,"History Teachers, Postsecondary",-0.818084058613036,0.818084058613036,0.7777777777777778,0.8,-9.116818116521916,-0.0113831819027281
25-1126,"Philosophy and Religion Teachers, Postsecondary",-0.9350900724524176,0.9350900724524176,0.75,0.7727272727272727,-10.302777030789063,-0.0236558249467695
25-1192,"Family and Consumer Sciences Teachers, Postsecondary",-0.4176641737827433,0.4176641737827433,0.8,0.875,-8.056606509121895,0.0411263967082846
25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",-0.7237169363897318,0.7237169363897318,0.7209302325581396,0.8372093023255813,-4.7413685976653985,-0.0440091158288096
